"utterance","episode_name","season","episode_number","character"
"Will smother you","The Massacre At Hawkins Lab","4","7",NA
"in your sleep.","The Massacre At Hawkins Lab","4","7",NA
"Do you understand?","The Massacre At Hawkins Lab","4","7",NA
"Hmm…","The Massacre At Hawkins Lab","4","7",NA
"Erica?","The Massacre At Hawkins Lab","4","7",NA
"Do","The Massacre At Hawkins Lab","4","7",NA
"You","The Massacre At Hawkins Lab","4","7",NA
"copy?","The Massacre At Hawkins Lab","4","7",NA
"The smothering in my sleep part, but not much else.","The Massacre At Hawkins Lab","4","7",NA
"Why would they open up a gate at Lover's Lake?","The Massacre At Hawkins Lab","4","7",NA
"What?","The Massacre At Hawkins Lab","4","7",NA
"The commies.","The Massacre At Hawkins Lab","4","7",NA
"The commies didn't.","The Massacre At Hawkins Lab","4","7",NA
"Then who did?","The Massacre At Hawkins Lab","4","7",NA
"Nobody.","The Massacre At Hawkins Lab","4","7",NA
"So it just opened up for fun?","The Massacre At Hawkins Lab","4","7",NA
"Erica, you have no idea what you're talking about.","The Massacre At Hawkins Lab","4","7",NA
"No, she doesn't, yet she raises an essential question.","The Massacre At Hawkins Lab","4","7",NA
"How did Watergate open up?","The Massacre At Hawkins Lab","4","7",NA
"Only two gates have opened, so far as we know.","The Massacre At Hawkins Lab","4","7",NA
"One by El, one by the commies.","The Massacre At Hawkins Lab","4","7",NA
"But it's not the commies or El this time, so it…","The Massacre At Hawkins Lab","4","7",NA
"Holy shit.","The Massacre At Hawkins Lab","4","7",NA
"Wait, wait, wait, wait.","The Massacre At Hawkins Lab","4","7",NA
"""Wait, wait, wait,"" what?","The Massacre At Hawkins Lab","4","7",NA
"There's one thing we've never understood.","The Massacre At Hawkins Lab","4","7",NA
"Which is why Vecna's killing people.","The Massacre At Hawkins Lab","4","7",NA
"What's his motive?","The Massacre At Hawkins Lab","4","7",NA
"Killing teens? It always just seemed too random.","The Massacre At Hawkins Lab","4","7",NA
"Too prosaic.","The Massacre At Hawkins Lab","4","7",NA
"On top of that, how does the Mind Flayer figure into all this?","The Massacre At Hawkins Lab","4","7",NA
"Maybe this is it.","The Massacre At Hawkins Lab","4","7",NA
"This is the answer.","The Massacre At Hawkins Lab","4","7",NA
"What is the answer?","The Massacre At Hawkins Lab","4","7",NA
"You sure you just want water?","The Massacre At Hawkins Lab","4","7",NA
"We have Coke, Sprite, Dr. Pepper.","The Massacre At Hawkins Lab","4","7",NA
"Coke works. Thank you.","The Massacre At Hawkins Lab","4","7",NA
"Okay, just hear me out.","The Massacre At Hawkins Lab","4","7",NA
"How did El open the Mother gate?","The Massacre At Hawkins Lab","4","7",NA
"She contacted the Demogorgon.","The Massacre At Hawkins Lab","4","7",NA
"With psychic contact. Just like…","The Massacre At Hawkins Lab","4","7",NA
"Vecna when he casts his spells.","The Massacre At Hawkins Lab","4","7",NA
"Exactly.","The Massacre At Hawkins Lab","4","7",NA
"So, what if, with each kill,","The Massacre At Hawkins Lab","4","7",NA
"he's not simply killing them,","The Massacre At Hawkins Lab","4","7",NA
"he's making a powerful psychic connection with his victims?","The Massacre At Hawkins Lab","4","7",NA
"A connection powerful enough","The Massacre At Hawkins Lab","4","7",NA
"to rip a hole in the fabric of time and space.","The Massacre At Hawkins Lab","4","7",NA
"He's opening more gates.","The Massacre At Hawkins Lab","4","7",NA
"Bingo.","The Massacre At Hawkins Lab","4","7",NA
"Copy. We're still at the Wheeler house.","The Massacre At Hawkins Lab","4","7",NA
"Why would he be opening gates?","The Massacre At Hawkins Lab","4","7",NA
"To take over the world.","The Massacre At Hawkins Lab","4","7",NA
"Who do we know that wants to take over the world?","The Massacre At Hawkins Lab","4","7",NA
"The Mind Flayer.","The Massacre At Hawkins Lab","4","7",NA
"So if the Demogorgon was just his foot soldier,","The Massacre At Hawkins Lab","4","7",NA
"Vecna's his five-star general.","The Massacre At Hawkins Lab","4","7",NA
"A five-star general with the power to open gates.","The Massacre At Hawkins Lab","4","7",NA
"Holy shit.","The Massacre At Hawkins Lab","4","7",NA
"Holy shit.","The Massacre At Hawkins Lab","4","7",NA
"Holy shit. That was incomprehensible.","The Massacre At Hawkins Lab","4","7",NA
"You lost me at ""Mother gate."" Please be kind. Rewind.","The Massacre At Hawkins Lab","4","7",NA
"Okay, so remember the gate?","The Massacre At Hawkins Lab","4","7",NA
"Oh, no. I blocked that out.","The Massacre At Hawkins Lab","4","7",NA
"So what was that giant laser?","The Massacre At Hawkins Lab","4","7",NA
"Might be time to get a maid, Wheeler.","The Massacre At Hawkins Lab","4","7",NA
"Come on. I don't want to stay here longer than we have to.","The Massacre At Hawkins Lab","4","7",NA
"Those aren't guns.","The Massacre At Hawkins Lab","4","7",NA
"These heels are pointy,","The Massacre At Hawkins Lab","4","7",NA
"but I was hoping for a deadly projectile.","The Massacre At Hawkins Lab","4","7",NA
"I don't understand.","The Massacre At Hawkins Lab","4","7",NA
"Maybe you left them somewhere else.","The Massacre At Hawkins Lab","4","7",NA
"There's a six-year-old in the house. I know where I keep my guns.","The Massacre At Hawkins Lab","4","7",NA
"And also, I threw these away years ago.","The Massacre At Hawkins Lab","4","7",NA
"Jesus. How many did you make?","The Massacre At Hawkins Lab","4","7",NA
"You said you wanted to help.","The Massacre At Hawkins Lab","4","7",NA
"I get that grades are important,","The Massacre At Hawkins Lab","4","7",NA
"but perhaps studying can wait till we get out?","The Massacre At Hawkins Lab","4","7",NA
"These are from sophomore chemistry.","The Massacre At Hawkins Lab","4","7",NA
"And this… this wallpaper, this is old wallpaper.","The Massacre At Hawkins Lab","4","7",NA
"And this mirror, this went to a yard sale.","The Massacre At Hawkins Lab","4","7",NA
"And you…","The Massacre At Hawkins Lab","4","7",NA
"You're not supposed to be here.","The Massacre At Hawkins Lab","4","7",NA
"No, I gave you to Cousin Joanna two years ago.","The Massacre At Hawkins Lab","4","7",NA
"What is it?","The Massacre At Hawkins Lab","4","7",NA
"Nancy? You're freaking me out.","The Massacre At Hawkins Lab","4","7",NA
"I think the reason that my guns aren't here","The Massacre At Hawkins Lab","4","7",NA
"is because they don't exist yet.","The Massacre At Hawkins Lab","4","7",NA
"They don't… exist?","The Massacre At Hawkins Lab","4","7",NA
"This diary should be full of entries.","The Massacre At Hawkins Lab","4","7",NA
"It's not.","The Massacre At Hawkins Lab","4","7",NA
"The last entry is November 6, 1983.","The Massacre At Hawkins Lab","4","7",NA
"The day Will went missing.","The Massacre At Hawkins Lab","4","7",NA
"The day the gate opened.","The Massacre At Hawkins Lab","4","7",NA
"We're in the past.","The Massacre At Hawkins Lab","4","7",NA
"Dustin! Dustin!","The Massacre At Hawkins Lab","4","7",NA
"Dustin!","The Massacre At Hawkins Lab","4","7",NA
"Can you hear me? Dustin!","The Massacre At Hawkins Lab","4","7",NA
"Du... Hello? Hel… Hello?","The Massacre At Hawkins Lab","4","7",NA
"Maybe he really does have rabies.","The Massacre At Hawkins Lab","4","7",NA
"Hello! Hello?","The Massacre At Hawkins Lab","4","7",NA
"What are you doing?","The Massacre At Hawkins Lab","4","7",NA
"Hello!","The Massacre At Hawkins Lab","4","7",NA
"He's here. Henderson. That little shit, he's here. He's like…","The Massacre At Hawkins Lab","4","7",NA
"He's in the walls or something. Just listen.","The Massacre At Hawkins Lab","4","7",NA
"Dustin.","The Massacre At Hawkins Lab","4","7",NA
"Dustin! Dustin!","The Massacre At Hawkins Lab","4","7",NA
"Dustin! Dustin! Can you hear me?","The Massacre At Hawkins Lab","4","7",NA
"That brings us to the question you first raised.","The Massacre At Hawkins Lab","4","7",NA
"How and why is there a gate at Lover's Lake?","The Massacre At Hawkins Lab","4","7",NA
"Let's analyze.","The Massacre At Hawkins Lab","4","7",NA
"What do Eleven and Vecna have in common?","The Massacre At Hawkins Lab","4","7",NA
"Dustin!","The Massacre At Hawkins Lab","4","7",NA
"Dustin?","The Massacre At Hawkins Lab","4","7",NA
"Dustin!","The Massacre At Hawkins Lab","4","7",NA
"All right, either this kid can't hear us or he's being a total douche bag.","The Massacre At Hawkins Lab","4","7",NA
"Will found a way.","The Massacre At Hawkins Lab","4","7",NA
"What?","The Massacre At Hawkins Lab","4","7",NA
"Will.","The Massacre At Hawkins Lab","4","7",NA
"He found a way to speak to Joyce through the lights.","The Massacre At Hawkins Lab","4","7",NA
"Lights?","The Massacre At Hawkins Lab","4","7",NA
"Yeah.","The Massacre At Hawkins Lab","4","7",NA
"The switch. Try the switch.","The Massacre At Hawkins Lab","4","7",NA
"Okay.","The Massacre At Hawkins Lab","4","7",NA
"It's not working.","The Massacre At Hawkins Lab","4","7",NA
"Guys?","The Massacre At Hawkins Lab","4","7",NA
"You seeing this?","The Massacre At Hawkins Lab","4","7",NA
"…to open a tear in time and space,","The Massacre At Hawkins Lab","4","7",NA
"just like the Mother gate.","The Massacre At Hawkins Lab","4","7",NA
"Whoa.","The Massacre At Hawkins Lab","4","7",NA
"…are these like the Mother gate…","The Massacre At Hawkins Lab","4","7",NA
"But a gate nonetheless.","The Massacre At Hawkins Lab","4","7",NA
"It…","The Massacre At Hawkins Lab","4","7",NA
"Tickles.","The Massacre At Hawkins Lab","4","7",NA
"It kinda feels good.","The Massacre At Hawkins Lab","4","7",NA
"Does anyone know Morse code?","The Massacre At Hawkins Lab","4","7",NA
"No.","The Massacre At Hawkins Lab","4","7",NA
"Wait, does SOS count?","The Massacre At Hawkins Lab","4","7",NA
"Is that…","The Massacre At Hawkins Lab","4","7",NA
"Is that good?","The Massacre At Hawkins Lab","4","7",NA
"So our working theory is that Vecna makes remote contact from his attic.","The Massacre At Hawkins Lab","4","7",NA
"We don't know why. We assume he can do it from anywhere.","The Massacre At Hawkins Lab","4","7",NA
"Are you even listening to me?","The Massacre At Hawkins Lab","4","7",NA
"I'm listening.","The Massacre At Hawkins Lab","4","7",NA
"It's just…","The Massacre At Hawkins Lab","4","7",NA
"You said you followed Vecna through lights, right?","The Massacre At Hawkins Lab","4","7",NA
"Yeah, why?","The Massacre At Hawkins Lab","4","7",NA
"Because I think he's here.","The Massacre At Hawkins Lab","4","7",NA
"It's working.","The Massacre At Hawkins Lab","4","7",NA
"""S.""","The Massacre At Hawkins Lab","4","7",NA
"""O.""","The Massacre At Hawkins Lab","4","7",NA
"""S.""","The Massacre At Hawkins Lab","4","7",NA
"Hey, uh,","The Massacre At Hawkins Lab","4","7",NA
"remember when I said they wouldn't be stupid enough","The Massacre At Hawkins Lab","4","7",NA
"to go through Watergate?","The Massacre At Hawkins Lab","4","7",NA
"Yeah?","The Massacre At Hawkins Lab","4","7",NA
"I overestimated them.","The Massacre At Hawkins Lab","4","7",NA
"Warden, beautiful prison you got here.","The Massacre At Hawkins Lab","4","7",NA
"How about this? Huh?","The Massacre At Hawkins Lab","4","7",NA
"How about that? Huh?","The Massacre At Hawkins Lab","4","7",NA
"Huh?","The Massacre At Hawkins Lab","4","7",NA
"That's what I thought, yeah.","The Massacre At Hawkins Lab","4","7",NA
"Warden.","The Massacre At Hawkins Lab","4","7",NA
"So nice to meet you.","The Massacre At Hawkins Lab","4","7",NA
"Uh, I'm Yuri, of course, but allow me to introduce you to my very...","The Massacre At Hawkins Lab","4","7",NA
"Shit.","The Massacre At Hawkins Lab","4","7",NA
"Murray!","The Massacre At Hawkins Lab","4","7",NA
"I'm sorry.","The Massacre At Hawkins Lab","4","7",NA
"What?","The Massacre At Hawkins Lab","4","7",NA
"Can you please stop playing with that thing?","The Massacre At Hawkins Lab","4","7",NA
"I am not playing. I am practicing.","The Massacre At Hawkins Lab","4","7",NA
"Will you please stop trying to talk to me and stay in character?","The Massacre At Hawkins Lab","4","7",NA
"Remember, you are frightened, scared, confused.","The Massacre At Hawkins Lab","4","7",NA
"Yes, I am frightened, scared, and...","The Massacre At Hawkins Lab","4","7",NA
"Okay. All right. Yes. Good.","The Massacre At Hawkins Lab","4","7",NA
"Yuri Ismaylov.","The Massacre At Hawkins Lab","4","7",NA
"At last, we meet.","The Massacre At Hawkins Lab","4","7",NA
"Comrade Major.","The Massacre At Hawkins Lab","4","7",NA
"This is the Bauman spy?","The Massacre At Hawkins Lab","4","7",NA
"He looks different.","The Massacre At Hawkins Lab","4","7",NA
"Uglier in person, I know.","The Massacre At Hawkins Lab","4","7",NA
"He also shaved his beard to disguise himself.","The Massacre At Hawkins Lab","4","7",NA
"Tricky bastard.","The Massacre At Hawkins Lab","4","7",NA
"Silence, American scum! Enough from you. Enough!","The Massacre At Hawkins Lab","4","7",NA
"Now this one…","The Massacre At Hawkins Lab","4","7",NA
"This one I would recognize a continent away.","The Massacre At Hawkins Lab","4","7",NA
"She was more beautiful in her uniform, but still,","The Massacre At Hawkins Lab","4","7",NA
"quite striking, isn't she?","The Massacre At Hawkins Lab","4","7",NA
"Yes, very pleasing to the eyes, comrade.","The Massacre At Hawkins Lab","4","7",NA
"But not so pleasing to the ears, I am afraid.","The Massacre At Hawkins Lab","4","7",NA
"Where is he?","The Massacre At Hawkins Lab","4","7",NA
"What have you done with Hopper, you vile commie pig?","The Massacre At Hawkins Lab","4","7",NA
"As I said,","The Massacre At Hawkins Lab","4","7",NA
"unpleasant.","The Massacre At Hawkins Lab","4","7",NA
"But, I must say,","The Massacre At Hawkins Lab","4","7",NA
"I, too, am curious.","The Massacre At Hawkins Lab","4","7",NA
"The other American.","The Massacre At Hawkins Lab","4","7",NA
"What did you do with him?","The Massacre At Hawkins Lab","4","7",NA
"I don't know why, but I imagine him on a rack,","The Massacre At Hawkins Lab","4","7",NA
"in the cold, stretched thin,","The Massacre At Hawkins Lab","4","7",NA
"birds pecking his eyeballs.","The Massacre At Hawkins Lab","4","7",NA
"Am I... close?","The Massacre At Hawkins Lab","4","7",NA
"I have heard stories of Yuri Ismaylov,","The Massacre At Hawkins Lab","4","7",NA
"the Peanut Butter Smuggler.","The Massacre At Hawkins Lab","4","7",NA
"And you…","The Massacre At Hawkins Lab","4","7",NA
"You are not the Yuri I have heard of.","The Massacre At Hawkins Lab","4","7",NA
"I am…","The Massacre At Hawkins Lab","4","7",NA
"I am not?","The Massacre At Hawkins Lab","4","7",NA
"No.","The Massacre At Hawkins Lab","4","7",NA
"No.","The Massacre At Hawkins Lab","4","7",NA
"The Yuri I was told of had a screw loose.","The Massacre At Hawkins Lab","4","7",NA
"And you…","The Massacre At Hawkins Lab","4","7",NA
"Have many screws loose!","The Massacre At Hawkins Lab","4","7",NA
"I hope we have not missed the show.","The Massacre At Hawkins Lab","4","7",NA
"On the contrary, just in time.","The Massacre At Hawkins Lab","4","7",NA
"This key here will give you access to that weapons locker.","The Massacre At Hawkins Lab","4","7",NA
"Choose any weapon you like.","The Massacre At Hawkins Lab","4","7",NA
"Work together or alone.","The Massacre At Hawkins Lab","4","7",NA
"What… what is happening?","The Massacre At Hawkins Lab","4","7",NA
"They are being told the rules.","The Massacre At Hawkins Lab","4","7",NA
"Rules for what?","The Massacre At Hawkins Lab","4","7",NA
"I could tell you...","The Massacre At Hawkins Lab","4","7",NA
"but that would spoil the fun, now, wouldn't it?","The Massacre At Hawkins Lab","4","7",NA
"You wait for the buzzer.","The Massacre At Hawkins Lab","4","7",NA
"You wait.","The Massacre At Hawkins Lab","4","7",NA
"You move before the buzzer...","The Massacre At Hawkins Lab","4","7",NA
"you will be shot.","The Massacre At Hawkins Lab","4","7",NA
"Is that understood?","The Massacre At Hawkins Lab","4","7",NA
